,Address,Neighborhood,Bed Rooms,Full Baths,Half Baths,Style,Year Built,Lot Size,Original Price,Last Price,Sold Price,Sold Date,Days on Market,Property Marketing Period
16,Tarkington Ct,Hun Area,4,4,1,Colonial,24,0.48,"$1,385,000.00","$1,385,000.00","$1,250,000.00",8/6/12,92,92
343,Snowden Ln,Carnegie Lake,5,4,1,Colonial,0,0.5,"$1,795,000.00","$1,395,000.00","$1,250,000.00",11/12/12,1218,1218
18,Maybury Hill Rd,Littlebrook,5,4,1,Traditional,10,1.2,"$1,395,000.00","$1,395,000.00","$1,250,000.00",8/31/12,76,76
86,Greenway Ter,Rosedale Area,6,5,1,Tudor,15,2.08,"$1,795,000.00","$1,395,000.00","$1,275,000.00",4/30/12,725,725
78,Stonecliff Rd,Ettl Farm,5,4,1,Colonial,13,0.58,"$1,395,000.00","$1,325,000.00","$1,280,000.00",2/28/12,280,479
215,Brookstone Dr,Rosedale Area,5,4,1,Colonial,44,2.04,"$1,549,900.00","$1,395,000.00","$1,290,000.00",6/25/12,75,75
544,Lake Dr,Carnegie Lake,5,4,1,Colonial,3,0.65,"$1,488,000.00","$1,388,000.00","$1,300,000.00",8/10/12,95,95
181,Snowden Ln,Littlebrook,4,4,0,Colonial,6,0.52,"$1,375,000.00","$1,375,000.00","$1,300,000.00",7/24/12,13,13
360,Christopher Dr,Ettl Farm,4,4,1,Colonial,15,0.58,"$1,370,000.00","$1,335,000.00","$1,300,000.00",8/22/12,119,119
22,Walker Dr,Ettl Farm,5,3,1,Colonial,16,0.93,"$1,349,000.00","$1,349,000.00","$1,305,000.00",7/17/12,28,28
238,Christopher Dr,Ettl Farm,4,3,1,Colonial,17,0.74,"$1,335,000.00","$1,335,000.00","$1,325,000.00",8/17/12,1,1
232,Bayard Ln,Western Section,5,3,0,Contemp,57,0.39,"$1,400,000.00","$1,400,000.00","$1,330,000.00",4/12/12,164,164
74,Allison Rd,Western Section,5,3,1,Contemp,51,1.18,"$1,495,000.00","$1,495,000.00","$1,335,000.00",6/5/12,25,25
27,Olden Ln,Institute,5,4,1,Colonial,47,0.51,"$1,495,000.00","$1,350,000.00","$1,350,000.00",7/3/12,43,43
384,Mount Lucas Rd,Littlebrook,5,5,1,Colonial,0,3.12,"$1,650,000.00","$1,550,000.00","$1,360,000.00",8/29/12,188,385
84,Stonecliff Rd,Ettl Farm,6,6,1,Colonial,13,0.55,"$1,495,000.00","$1,495,000.00","$1,400,000.00",11/13/12,42,42
62,Stonecliff Rd,Ettl Farm,4,4,1,Colonial,14,0.64,"$1,410,000.00","$1,410,000.00","$1,410,000.00",2/21/12,7,7
566,Kingston Rd,Carnegie Lake,5,5,1,Colonial,117,2.48,"$1,595,000.00","$1,595,000.00","$1,455,000.00",8/15/12,16,16
140,Springdale Rd,Institute,5,3,1,Cape,41,0.5,"$1,545,000.00","$1,545,000.00","$1,495,000.00",1/20/12,20,20
3,Ober Rd,Institute,4,4,0,Cape,55,0.98,"$1,695,000.00","$1,695,000.00","$1,500,000.00",5/7/12,26,26
87,Brookstone Dr,Rosedale Area,6,4,1,Colonial,50,2.89,"$1,800,000.00","$1,500,000.00","$1,500,000.00",6/4/12,77,77
36,Oakridge Ct,Princeton Ridge,5,6,2,Other,17,1.97,"$1,695,000.00","$1,695,000.00","$1,600,000.00",7/2/12,86,86
51,Cleveland Ln,Western Section,6,3,1,Colonial,150,0.45,"$2,150,000.00","$1,795,000.00","$1,600,000.00",4/10/12,274,274
11,Frederick Ct,Pretty Brook Area,5,4,1,Colonial,4,4.16,"$1,900,000.00","$1,900,000.00","$1,607,500.00",8/3/12,87,87
22,Haslet Ave,Institute,5,4,1,Colonial,16,0.52,"$1,825,000.00","$1,825,000.00","$1,650,000.00",5/2/12,19,19
4535,Province Line Rd,Rosedale Area,6,5,1,Colonial,44,26.58,"$2,995,000.00","$1,950,000.00","$1,664,938.00",8/30/12,305,305
175,Highland Ter,Princeton Ridge,6,6,2,Colonial,14,1.23,"$2,350,000.00","$1,899,000.00","$1,725,000.00",6/8/12,22,310
49,Random Rd,Carnegie Lake,5,6,0,Colonial,5,0.86,"$1,850,000.00","$1,795,000.00","$1,740,000.00",12/28/12,218,218
101,Lafayette Rd,Western Section,7,6,1,Colonial,88,0.92,"$2,900,000.00","$1,995,000.00","$1,800,000.00",3/9/12,130,130
8,Newlin Rd,Institute,5,4,2,Colonial,85,0.57,"$2,250,000.00","$1,995,000.00","$1,850,000.00",10/1/12,128,128
406,Riverside Dr,Carnegie Lake,5,5,2,Colonial,0,0.56,"$1,800,000.00","$1,849,000.00","$1,862,000.00",12/31/12,153,153
271,Lambert Dr,Rosedale Area,5,5,1,Colonial,0,1.19,"$2,250,000.00","$1,999,888.00","$1,868,800.00",12/28/12,105,105
50,Random Rd,Carnegie Lake,4,5,2,Contemp,0,2.21,"$1,995,000.00","$2,225,000.00","$1,995,000.00",8/17/12,75,75
176,Parkside Dr,Battlefield Area,3,2,2,Conver Barn,112,1.03,"$3,250,000.00","$2,195,000.00","$2,021,000.00",12/5/12,395,395
66,Cradle Rock Rd,Pretty Brook Area,5,5,1,Contemp,9,3.45,"$2,600,000.00","$2,600,000.00","$2,250,000.00",8/31/12,155,155
659,Lake Dr,Carnegie Lake,4,3,1,Contemp,62,2.89,"$2,395,000.00","$2,395,000.00","$2,450,000.00",8/30/12,19,40
245,Libary Pl,Western Section,5,6,1,Colonial,92,0.59,"$2,295,000.00","$2,295,000.00","$2,476,938.00",6/25/12,7,7
28,Audubon Ln,Rosedale Area,6,7,1,French,0,2,"$2,500,000.00","$2,500,000.00","$2,500,000.00",6/18/12,201,201
35,Boudinot St,Western Section,7,4,2,Traditional,104,1.11,"$2,975,000.00","$2,975,000.00","$2,555,000.00",8/16/12,104,104
113,Hun Rd,Hun Area,6,6,1,Colonial,3,2.93,"$2,295,000.00","$2,995,000.00","$2,625,000.00",8/17/12,108,108
260,Gallup Rd,Battelfield Area,6,6,1,Traditional,0,2.02,"$2,550,000.00","$2,550,000.00","$2,700,000.00",12/14/12,1,1
132,Hunt Dr,Pretty Brook Area,9,8,2,Colonial,30,6.64,"$2,995,000.00","$2,995,000.00","$2,865,000.00",5/11/12,49,49
42,Elm Rd,Western Section,6,6,1,Colonial,5,1.24,"$3,975,000.00","$3,975,000.00","$3,587,500.00",12/10/12,125,125
203,Drakes Corner Rd,Pretty Brook Area,5,6,4,Farmhouse,80,29.6,"$6,150,000.00","$6,150,000.00","$6,765,000.00",11/9/12,117,117
232,Witherspoon St,Borough,3,1,0,Traditional,NA,0.06,"$210,000","$210,000","$180,000",10/30/11,49,49
26 1/2,Leigh Ave,Township,3,1,0,Twin,NA,0.04,"$200,000","$200,000","$200,000",11/14/11,8,8
9-B,Palmer Sq W,Borough,0,1,0,Studio,NA,NA,"$249,000","$249,000","$220,000",9/23/11,21,21
49-E,Palmer Sq W,Borough,0,1,0,Condo,72,NA,"$259,900","$259,900","$225,000",7/2/11,55,55
20,Maclean St,Borough,2,1,1,Townhome,9,0.15,"$239,000","$239,000","$238,000",3/15/11,38,38
98,Birch Ave,Township,2,1,0,Bungalow,70,0.06,"$249,000","$249,000","$249,000",6/2/11,3,3
12-2,Park Pl,Borough,3,2,0,Condo,100,0.09,"$449,000","$260,000","$250,000",9/26/11,143,143
65,Leigh Ave,Township,4,2,0,Traditional,NA,0.07,"$324,900","$260,000","$260,000",8/2/11,9,9
622,Kingston Rd,Littlebrook,4,1,1,Cape,64,0.53,"$419,900","$374,900","$275,000",10/20/11,59,59
61,David Brearly Ct,Littlebrook,3,2,1,EndUnit/Row,20,0.08,"$299,900","$299,900","$285,000",2/25/11,160,160
315,Brickhouse Rd,Washington Oaks,2,2,0,Condo,17,0.05,"$335,000","$317,500","$310,000",12/15/11,159,159
624,Brickhouse Rd,Washington Oaks,2,2,0,Condo,16,0.05,"$339,900","$317,500","$310,000",10/24/11,74,74
324,Brickhouse Rd,Washington Oaks,2,2,0,condo,17,0.05,"$359,000","$332,900","$317,000",11/15/11,123,123
526,Brickhouse Rd,Washington Oaks,2,2,0,Condo,17,0.05,"$335,000","$335,000","$317,500",5/6/11,30,30
12,Green St,Borough,3,2,0,Traditional,NA,0.11,"$300,000","$300,000","$325,000",9/30/11,14,14
10-7,Bayard Ln,Borough,1,1,0,Condo,134,0.38,"$400,000","$370,000","$330,000",6/30/11,387,387
625,Brickhouse Rd,Washington Oaks,2,2,0,Condo,17,0.05,"$355,000","$355,000","$332,000",3/18/11,54,54
522,Brickhouse Rd,Washington Oaks,2,2,0,Condo,18,0.05,"$345,000","$345,000","$335,000",4/14/11,39,39
521,Brickhouse Rd,Washington Oaks,2,2,0,Condo,17,0.05,"$368,925","$368,925","$340,000",3/23/11,131,131
8,Chestnut St,Borough,3,2,0,Victorian,100,0.03,"$525,000","$350,000","$350,000",1/28/11,347,347
321,Franklin Ave,Littlebrook,2,1,1,Twin,24,0.13,"$385,000","$385,000","$365,000",6/3/11,88,88
233,Mount Lucas Rd,Township,2,2,0,Colonial,80,0.36,"$399,000","$385,000","$372,500",1/13/11,203,203
232,William Livingston Ct,Littlebrook,3,2,2,Townhome,13,NA,"$375,000","$375,000","$372,500",8/9/11,10,10
36 - 15,Moore St,Borough,1,1,,Condo,7,-,"$427,000","$405,000","$383,500",1/11/11,250,250
129,Birch Ave,Township,2,1,0,Ranch,20,0.11,"$390,000","$390,000","$390,000",9/30/11,16,16
40,Benjamin Rush Ln,Washington Oaks,3,2,1,Townhome,18,0.05,"$478,500","$420,000","$400,000",10/19/11,104,104
246,William Livingston Ct,Littlebrook,3,2,2,"Colonial, EndUnit/Row",12,NA,"$399,000","$415,000","$400,000",3/3/11,164,164
213,Bayard Ln,Township,2,2,1,Condo,26,0.48,"$419,000","$402,000","$402,000",8/24/11,101,101
200,Hamilton Ave,Littlebrook,4,2,1,Split,50,0.23,"$419,900","$419,900","$405,000",1/26/11,40,40
307,Rodney Ct,Washington Oaks,2,2,1,Townhome,15,0.05,"$419,000","$419,000","$405,000",11/18/11,20,20
892,Kingston Rd,Littlebrook,3,2,0,Cape,26,0.6,"$450,000","$450,000","$415,000",7/1/11,6,6
56,Leigh Ave,Township,3,1,1,Colonial,96,0.07,"$460,000","$420,000","$415,000",9/15/11,88,88
20,Hillside Ave,Township,3,1,1,Colonial,84,0.26,"$449,900","$439,900","$420,000",12/9/11,174,174
19,Benjamin Rush Ln,Washington Oaks,3,2,1,Townhome,18,0.05,"$439,000","$439,000","$424,000",12/2/11,24,24
40,Mccomb Rd,Littlebrook,3,2,1,Townhome,15,0.43,"$419,988","$419,988","$430,000",6/9/11,7,7
36-10,Moore St,Borough,1,1,0,Condo,8,NA,"$499,000","$499,000","$437,250",5/5/11,22,22
165,S Harrison St,Riverside,3,1,1,Twin,NA,0.09,"$465,000","$465,000","$437,500",5/19/11,15,283
98,Spruce St,Borough,3,1,1,Twin,NA,0.098,"$450,000","$450,000","$445,000",8/31/11,20,20
109,Saint Clair Ct,Washington Oaks,3,2,1,Townhome,NA,0.05,"$450,000","$450,000","$450,000",7/20/11,1,1
10,Morgan Pl,Township,3,2,0,Ranch,50,0.34,"$495,000","$495,000","$455,000",6/10/11,128,128
46-3,Park Pl,Borough,2,1,0,Condo,100,0.14,"$475,000","$475,000","$465,000",8/4/11,82,82
143,Loomis Ct,Township,4,2,0,Split,57,0.27,"$519,000","$519,000","$472,500",12/1/11,38,38
309,Rodney Ct,Washington Oaks,3,2,1,Townhome,17,NA,"$539,000","$519,000","$475,000",12/7/11,106,106
33,Green St,Borough,2,2,0,Colonial,100,0.06,"$459,000","$459,000","$475,000",4/8/11,1,1
42,Jefferson Rd,Borough,4,1,0,Twin,NA,0.1,"$540,000","$509,000","$478,000",12/1/11,50,50
63,Jefferson Rd,Borough,3,1,1,Twin,NA,0.17,"$555,000","$489,000","$479,000",11/23/11,79,79
638,Princeton Kingston Rd,Littlebrook,3,1,1,Ranch,50,0.52,"$545,000","$499,000","$480,000",3/15/11,165,269
64,Pine St,Borough,2,1,1,Victorian,165,0.14,"$645,000","$499,000","$484,000",9/14/11,7,444
321,Ewing St,Township,3,2,0,Cape,56,0.26,"$524,000","$499,000","$495,000",8/20/11,150,150
25,Harriet Dr,Littlebrook,4,1,1,Ranch,NA,0.29,"$625,000","$535,000","$500,000",4/15/11,105,105
3,Gordon Way,Littlebrook,2,2,1,Townhome,38,0.16,"$505,000","$505,000","$505,000",8/12/11,10,10
828,Kingston Rd,Littlebrook,4,2,0,Cape,60,0.46,"$685,000","$575,000","$505,000",10/19/11,160,29
10,Quaker Rd,Township,3,2,0,Traditional,120,0.74,"$585,000","$525,000","$512,500",10/25/11,67,67
5,Trewbridge Rd,Fieldwood Manors,2,3,1,Townhome,9,0.07,"$550,000","$525,000","$515,000",1/21/11,90,90
424,N Harrison St,Township,4,2,1,Colonial,30,0.39,"$610,000","$549,000","$520,000",7/29/11,135,135
61,Jefferson Rd,Borough,4,1,1,Twin,NA,0.17,"$539,000","$524,900","$525,000",12/9/11,64,64
37,Mccomb Rd,Littlebrook,3,2,1,End-unit,16,0.43,"$560,000","$528,000","$528,000",7/15/11,51,51
146,Snowden Ln,Littlebrook,3,1,1,"Cape, Traditional",52,0.21,"$589,888","$559,888","$530,000",3/25/11,174,174
13,Park Pl,Borough,4,1,2,Twin,NA,0.06,"$600,000","$600,000","$530,000",4/22/11,1,1
261,Moore St,Township,2,2,0,Ranch,75,0.18,"$575,000","$575,000","$540,000",5/20/11,48,48
65,Jefferson Rd,Borough,3,1,1,Twin,90,0.17,"$550,000","$550,000","$540,000",6/14/11,8,8
68,Wheatsheaf Ln,Littlebrook,3,2,0,Ranch,NA,0.29,"$595,000","$569,000","$542,500",8/23/11,79,79
36,Oakland St,Township,4,2,1,Bi-level,45,0.17,"$575,000","$569,000","$545,000",6/15/11,180,180
111,Saint Clair Ct,Washington Oaks,3,2,1,End Unit,18,0.09,"$595,000","$595,000","$549,000",2/4/11,82,82
11,Trewbridge Ct,Fieldwood Manors,3,3,1,Townhome,10,0.07,"$549,000","$549,000","$549,000",5/5/11,27,27
25,Gulick Rd,Littlebrook,3,2,1,Split,56,0.55,"$545,000","$545,000","$550,000",5/31/11,7,7
413,Ewing St,Township,3,2,0,Ranch,57,0.28,"$559,900","$559,900","$559,900",8/18/11,13,13
25-C,Palmer Square W,Borough,2,1,0,condo,65,NA,"$649,999","$595,000","$575,000",12/22/11,112,112
160,Sycamore Rd,Riverside,3,2,0,Ranch,NA,0.57,"$650,000","$650,000","$578,000",8/31/11,57,57
106,Winant Rd,Edgerstoune,2,1,1,Ranch,59,0.6,"$687,500","$624,750","$580,000",6/8/11,287,566
446,Riverside Dr,Riverside,4,2,1,Ranch,55,0.57,"$729,900","$650,000","$581,480",12/30/11,43,43
6,Gulick Rd,Littlebrook,4,2,1,Colonial,56,0.75,"$699,900","$649,900","$585,000",2/18/11,80,80
134,Jefferson Rd,Township,3,2,0,Twin,87,0.1,"$630,000","$610,000","$590,000",8/22/11,116,116
178,Herrontown Rd,Littlebrook,4,3,0,Bi-level,44,0.7,"$666,750","$625,000","$594,370",10/21/11,132,132
40,Maidenhead Rd,Princeton Ridge,3,2,1,End Unit,11,0.14,"$615,000","$615,000","$595,000",6/9/11,77,77
97,Leigh Ave,Township,4,2,0,Colonial,NA,0.08,"$625,000","$625,000","$600,000",3/2/11,1,216
1-3A,Markham Rd,Riverside,2,2,0,Condo,30,0.03,"$569,000","$569,000","$600,000",6/15/11,11,11
13,Trewbridge Ct,Fieldwood Manors,3,3,1,Townhome,10,0.07,"$599,000","$599,900","$600,100",5/16/11,10,10
33,Trewbridge Ct,Fieldwood Manors,3,3,1,End-Unit,10,0.13,"$625,000","$625,000","$605,000",8/12/11,10,10
245,Moore St,Township,4,2,0,Contemp,42,0.18,"$699,000","$679,000","$605,950",4/15/11,120,120
24,Maidenhead Rd,Princeton Ridge,3,3,1,Townhome,10,0.07,"$627,900","$627,900","$615,000",6/30/11,12,12
51,Park Pl,Borough,3,1,1,Twin,88,0.14,"$575,000","$575,000","$615,000",7/1/11,11,11
36,Markham Rd,Borough,4,2,1,Traditional,94,0.14,"$750,000","$659,500","$620,000",11/30/11,136,136
41,Maidenhead Rd,Princeton Ridge,3,3,1,End Unit,11,0.14,"$625,000","$625,000","$620,000",9/27/11,10,10
33,Robert Rd,Riverside,3,2,1,Colonial,50,0.24,"$625,000","$625,000","$620,000",10/26/11,3,3
24,Maidenhead Rd,Princeton Ridge,3,3,1,End Unit,11,0.15,"$635,000","$635,000","$625,000",8/5/11,72,72
155,Laurel Rd,Township,4,3,1,Colonial,43,0.25,"$695,000","$655,000","$628,000",11/10/11,40,40
74,Grover Ave,Littlebrook,4,3,0,Cape,NA,0.26,"$640,000","$640,000","$640,000",1/21/11,11,11
50,Southern Way,Riverside,4,3,0,Colonial,60,0.2,"$835,000","$690,000","$640,000",12/12/11,148,148
98,Jefferson Rd,Borough,4,2,0,Twin,91,0.17,"$649,500","$649,500","$649,500",7/20/11,3,3
119,Random Rd,Littlebrook,3,1,0,Ranch,50,0.86,"$650,000","$650,000","$650,000",3/11/11,9,9
21,Richard Ct,Borough,3,2,1,Townhome,26,0.05,"$660,000","$660,000","$650,000",5/20/11,220,220
68,Lovers Ln 5,Western Section,2,2,0,Condo,100,0.46,"$795,000","$675,000","$650,000",4/29/11,291,291
33,Richard Ct,Borough,3,2,1,Townhome,27,0.05,"$650,000","$650,000","$650,000",9/9/11,11,11
16,Overbrook Dr,Littlebrook,4,3,0,Ranch,47,0.53,"$750,000","$650,000","$650,000",12/29/11,112,112
16,Lafayette Rd W,Western Section,5,3,1,Colonial,58,0.81,"$950,000","$795,000","$650,000",9/23/11,85,85
23,Sergeant St,Riverside,3,2,1,Townhome,27,0.05,"$665,000","$665,000","$652,500",5/25/11,15,15
16,S Harrison St,Riverside,4,2,1,Colonial,94,0.19,"$695,000","$670,000","$655,000",8/24/11,92,92
448,Ewing St,Township,4,4,0,Split,54,0.33,"$785,000","$720,000","$660,000",4/16/11,224,224
65,Castle Howard Ct,Riverside,4,2,0,"Cape, Colonial",44,0.5,"$799,000","$679,000","$660,000",6/17/11,240,240
30,Wilton St,Borough,3,2,1,Colonial,90,0.13,"$799,000","$660,000","$660,000",10/31/11,53,53
28,Governors Ln,Littlebrook,4,3,1,Townhome,16,0.3,"$789,000","$689,000","$665,000",6/16/11,233,235
16,Lytle St,Borough,3,2,1,Twin,5,0.17,"$689,000","$689,000","$670,000",11/30/11,17,17
62,Governors Ln,Littlebrook,4,3,1,End Unit,21,0.3,"$845,000","$699,000","$670,000",5/5/11,384,384
760,Mount Lucas Rd,Littlebrook,3,2,1,"OtherStyle, LogCabin",72,1.67,"$725,000","$725,000","$675,000",6/3/11,242,242
15,Stonewall Cir,Northridge,3,2,1,Townhome,13,0.14,"$729,900","$729,900","$676,000",4/1/11,25,25
69,Leavitt Ln,Littlebrook,3,2,0,Cape,60,0.21,"$739,000","$725,000","$685,000",7/1/11,23,51
58,Governors Ln,Littlebrook,4,3,1,Townhome,19,0.3,"$715,000","$715,000","$690,000",11/16/11,28,28
31,Balcourt Dr,Princeton Ridge,4,3,1,Colonial,45,1.5,"$700,000","$700,000","$700,000",6/29/11,8,8
11,Fisher Av,Littlebrook,3,2,1,Cape,60,0.31,"$725,000","$725,000","$700,000",6/30/11,13,13
271,Lambert Dr,Rosedale Area,4,3,0,Ranch,54,1.19,"$764,000","$764,000","$700,000",7/20/11,53,53
37,Ridgeview Cir,Princeton Ridge,4,3,0,Contemp,52,0.83,"$795,000","$775,000","$700,000",7/28/11,148,148
97,Hardy Dr,Princeton Ridge,4,4,1,Ranch,40,3.15,"$995,000","$825,000","$700,000",7/28/11,378,378
29,Leabrook Ln,Littlebrook,5,2,1,Colonial,50,0.51,"$759,900","$729,900","$700,000",11/29/11,374,374
61,Wheatsheaf Ln,Littlebrook,4,1,1,Colonial,61,0.24,"$749,500","$749,500","$720,000",8/4/11,18,18
185,Moore St,Township,2,3,0,Colonial,86,0.18,"$725,000","$725,000","$725,000",8/18/11,14,14
463,Prospect Ave,Riverside,5,2,1,Bi-level,50,0.48,"$748,000","$748,000","$730,000",6/27/11,4,4
246,Jefferson Rd,Township,4,2,1,Contemp,NA,0.69,"$725,000","$725,000","$730,000",9/28/11,21,21
13,Broadripple Dr,Littlebrook,4,3,0,Ranch,52,0.56,"$769,900","$769,900","$735,000",12/29/11,64,122
76,Cedar Ln,Riverside,5,3,1,Cape,NA,0.3,"$949,000","$799,000","$740,000",12/29/11,129,129
240,Riverside Dr,Riverside,4,4,0,Split,44,0.7,"$755,000","$755,000","$745,000",4/29/11,21,21
170,Poe Rd,Littlebrook,5,3,2,Split,52,0.77,"$825,000","$795,000","$750,000",3/16/11,27,27
77,Olden Ln,Institute,4,4,1,Colonial,105,0.44,"$999,000","$750,000","$750,000",7/15/11,64,64
156,Laurel Rd,Township,4,2,2,Contemp,33,0.44,"$780,000","$780,000","$750,000",9/21/11,34,34
108-110,Linden Ln,Township,3,2,0,Double,NA,0.27,"$749,900","$749,900","$750,000",10/26/11,23,23
12,Aiken Ave,Riverside,3,1,1,Colonial,100,0.19,"$765,000","$765,000","$765,000",6/3/11,5,5
41,Pardoe Rd,Western Section,4,2,1,Split,55,0.61,"$775,000","$775,000","$765,000",9/12/11,18,18
61,Autumn Hill Rd,Littlebrook,3,3,1,Contemp,30,2.32,"$825,000","$825,000","$772,375",11/2/11,109,109
28,Audubon Ln,Rosedale Area,5,3,1,Colonial,46,2,"$889,000","$850,000","$775,000",5/20/11,42,42
43,Governors Ln,Governors Lane,4,3,1,Colonial,18,0.3,"$785,000","$785,000","$780,000",1/5/11,19,19
84,Clover Ln,Littlebrook,4,2,0,Contemp Ranch,59,0.5,"$799,000","$799,000","$781,000",6/16/11,18,18
260,Gallup Rd,Battlefield Area,4,2,1,Ranch,42,2.02,"$1,125,000","$825,000","$790,000",1/14/11,358,358
127,Meadowbrook Dr,Littlebrook,5,3,1,Ranch,46,0.77,"$847,000","$847,000","$790,000",1/21/11,99,99
51,Southern Way,Riverside,4,2,1,Colonial,61,0.19,"$799,000","$799,000","$790,000",8/19/11,3,3
883,Lawrenceville Rd,Township,5,3,1,Colonial,201,2,"$950,000","$850,000","$793,310",12/5/11,241,241
24,Sturges Way,Riverside,4,3,1,Colonial,NA,0.3,"$799,000","$799,000","$799,000",11/17/11,1,
246,Shady Brook Ln,Littlebrook,4,3,1,Split,53,0.75,"$849,000","$849,000","$800,000",5/25/11,87,87
291,Prospect Ave,Riverside,4,2,1,Colonial,49,0.31,"$939,900","$850,000","$810,000",7/22/11,81,81
128,Cedar Ln,Rriverside,4,2,1,Colonial,NA,0.42,"$849,000","$849,000","$820,000",6/8/11,12,12
8,Hamilton Ave,Borough,5,3,0,Victorian,100,0.46,"$850,000","$850,000","$825,000",11/28/11,111,111
917,Stuart Rd,Princeton Ridge,5,4,3,Ranch,39,2,"$1,950,000","$969,000","$825,000",2/18/11,55,485
23,Governors Ln,Littlebrook,4,3,1,End-Unit,15,0.3,"$865,000","$865,000","$825,000",6/23/11,11,11
34,Heather Ln,Pretty Brook Area,5,5,1,Contemp,57,1.76,"$899,000","$899,000","$833,000",8/19/11,95,95
50,Randall Rd,Littlebrook,5,5,0,Ranch,53,0.75,"$899,900","$874,900","$835,000",8/12/11,90,90
1,Governors Ln,Littlebrook,4,3,1,End-Unit,10,0.3,"$899,000","$899,000","$840,000",9/21/11,237,237
214,Clover Ln,Littlebrook,4,3,1,Cape,NA,0.58,"$899,000","$850,000","$850,000",3/2/11,124,124
342,Nassau St,Borough,3,2,1,Colonial,NA,0.13,"$876,000","$876,000","$850,000",5/13/11,75,75
5,Andrews Ln,Princeton Ridge,4,3,1,Colonial,21,0.59,"$1,125,000","$999,900","$850,000",12/16/11,386,386
101,Magnolia Ln,Littlebrook,4,3,0,Split,53,0.63,"$850,000","$850,000","$851,000",7/15/11,2,2
102,Cherry Hill Rd,Princeton Ridge,4,4,0,Colonial,20,2.12,"$825,000","$825,000","$860,000",4/22/11,37,37
11,Governors Ln,Littlebrook,4,3,1,Townhome,13,0.3,"$899,000","$899,000","$875,000",6/27/11,341,341
25,James Ct,The Glen,3,2,1,Cape,25,0.65,"$930,000","$930,000","$875,000",11/30/11,12,12
15,Journeys End Ln,Littlebrook,5,3,0,Contemp,30,1.5,"$1,100,000","$889,000","$875,000",9/1/11,57,57
49,Fisher Ave,Littlebrook,4,2,1,Colonial,0,0.21,"$879,000","$879,000","$879,000",2/28/11,49,49
45,Fisher Ave,Littlebrook,4,2,1,Colonial,0,0.21,"$879,000","$879,000","$879,000",3/28/11,6,6
284,Dodds Ln,Littlebrook,4,2,1,Colonial,55,0.77,"$925,000","$925,000","$880,000",8/1/11,52,52
152,Philip Dr,Riverside,4,2,1,Ranch,41,0.7,"$1,395,000","$1,000,000","$890,000",11/14/11,154,154
34,Wilson Rd,Western Section,4,4,0,Ranch,65,0.57,"$899,000","$899,000","$890,000",11/18/11,144,144
15,Newlin Rd,Institute Area,4,3,1,"Colonial, Tudor",80,0.46,"$995,000","$995,000","$895,000",3/31/11,100,100
37,Governors Ln,Littlebrook,4,3,2,Colonial,12,0.3,"$965,000","$965,000","$914,000",2/1/11,221,221
44,Rollingmead St,Littlebrook,4,3,1,Colonial,72,0.7,"$894,900","$894,900","$917,500",6/1/11,7,7
60,Prince William Ct,Riverside,4,3,1,Contemp,26,0.5,"$930,750","$930,750","$930,750",8/14/11,19,19
120,Audubon Ln,Rosedale Area,4,3,1,Cape,39,2.03,"$1,485,000","$1,199,000","$940,000",3/1/11,29,324
65,Rollingmead St,Littlebrook,5,3,0,Colonial,NA,0.91,"$975,000","$975,000","$942,000",9/15/11,79,79
25,Governors Ln,Governors Lane,4,3,1,Colonial,14,0.3,"$999,900","$999,900","$945,000",2/1/11,175,175
62,Dogwood Hill,Littlebrook,4,2,1,Colonial,25,0.92,"$989,000","$989,000","$950,000",6/15/11,35,35
27,Southern Way,Riverside,3,3,1,Colonial,61,0.18,"$995,000","$995,000","$950,000",5/20/11,8,8
13,Newlin Rd,Institute,3,3,1,Tudor,88,0.46,"$950,000","$950,000","$955,000",8/5/11,12,12
29,Bouvant Dr,Princeton Ridge,4,2,1,Colonial,20,2.04,"$995,000","$995,000","$960,000",7/7/11,73,73
25,Potters Run,Township,5,2,1,Colonial,24,0.8,"$1,165,000","$975,000","$965,000",12/5/11,91,238
901,Mt Lucas Rd,Littlebrook,5,3,0,Colonial,24,1.5,"$1,159,500","$1,075,000","$980,000",12/14/11,102,102
278,Mountain Ave,Western Section,4,5,0,Contemp,24,0.52,"$1,350,000","$1,100,000","$985,000",8/15/11,257,441
136,Bertrand Dr,Littlebrook,4,2,1,Colonial,40,0.8,"$995,000","$995,000","$990,000",1/18/11,9,9
9,Fairway Dr,Rosedale Area,4,3,1,Colonial,59,2.09,"$1,100,000","$1,100,000","$993,999",6/8/11,102,102
46,Wiggins St,Borough,3,3,1,Twin,0,0.34,"$995,000","$995,000","$995,000",1/28/11,73,73
143,Jefferson Rd,Township,4,5,1,Colonial,81,0.2,"$999,000","$999,000","$999,000",8/9/11,10,10
71,Ettl Cir,Ettl Farm,4,3,1,Colonial,13,0.57,"$1,185,000","$1,045,000","$999,888",12/21/11,126,126
12,Maidenhead Rd,Fieldwood Manors,4,3,1,Colonial,9,0.32,"$1,075,000","$1,060,000","$1,020,000",5/16/11,166,166
